dbn,school_name,boro,grade_span_min,grade_span_max,zip,total_students,school_type,advancedplacement_courses,online_ap_courses,start_time,end_time,se_services,ell_programs,school_accessibility_description,number_programs,Location 1
04M409,Coalition School for Social Change,Manhattan,9,12,10035,311,,"Biology, English Literature and Composition, United States History",,8:45 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"2351 1St Avenue
New York, NY 10035
(40.7988651820005, -73.93336559699964)"
04M435,Manhattan Center for Science and Mathematics,Manhattan,9,12,10029,1588,,"Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, English Language and Composition, English Literature and Composition, Physics B, Physics C: Electricity and Magnetism, Physics C: Mechanics, Spanish Language and Culture, Spanish Literature and Culture, Statistics, United States History, World History",,8:15 AM,2:40 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL; Transitional Bilingual Program: Spanish,Functionally Accessible,2,"260 Pleasant Avenue
New York, NY 10029
(40.793741706000446, -73.93408414199968)"
04M495,Park East High School,Manhattan,9,12,10029,409,,"Calculus AB, English Language and Composition, Environmental Science, Spanish Language and Culture, United States History, World History",,8:45 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"230 East 105 Street
New York, NY 10029
(40.7905626000005, -73.94445440799967)"
04M555,Central Park East High School,Manhattan,9,12,10029,479,,"Calculus AB, English Language and Composition, English Literature and Composition, Environmental Science, Microeconomics, Statistics, United States History",,8:30 AM,3:20 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"1573 Madison Avenue
New York, NY 10029
(40.79367888200045, -73.94941649499964)"
04M610,Young Women's Leadership School,Manhattan,6,12,10029,464,All-Girls School,"English Literature and Composition, Spanish Language and Culture, Spanish Literature and Culture, United States Government and Politics, United States History",,8:45 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"105 East 106 Street
New York, NY 10029
(40.79270695600047, -73.94729966199964)"
04M680,"Heritage School, The",Manhattan,9,12,10029,351,,"Calculus AB, Spanish Literature and Culture, United States Government and Politics",,8:30 AM,3:39 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"1680 Lexington Avenue
New York, NY 10029
(40.79187961800045, -73.94658639999966)"
05M157,The Urban Assembly School for Global Commerce,Manhattan,9,11,10035,82,CTE School,,,8:10 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"2005 Madison Avenue
New York, NY 10035
(40.80734208700045, -73.93943418699968)"
05M304,Mott Hall High School,Manhattan,9,12,10030,425,,"English Literature and Composition, Spanish Language and Culture, United States History, World History",,8:00 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"6 Edgecombe Avenue
New York, NY 10030
(40.817361046000485, -73.94770842099967)"
05M362,Columbia Secondary School,Manhattan,6,12,10027,664,,"Biology, English Literature and Composition, Spanish Literature and Culture, United States History",,8:00 AM,4:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"425 West 123 Street
New York, NY 10027
(40.81091785300049, -73.95692738699967)"
05M367,Academy for Social Action: A College Board School,Manhattan,9,12,10027,309,,"Art History, Calculus AB, English Language and Composition, English Literature and Composition, United States History",,8:35 AM,3:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"509 West 129 Street
New York, NY 10027
(40.815230365000446, -73.95520120599963)"
05M369,Urban Assembly School for the Performing Arts,Manhattan,9,12,10027,354,,,,8:15 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"509 West 129 Street
New York, NY 10027
(40.815230365000446, -73.95520120599963)"
05M499,Frederick Douglass Academy,Manhattan,6,12,10039,1489,,"Biology, Calculus AB, Chemistry, English Language and Composition, English Literature and Composition, European History, French Language and Culture, Latin: Vergil, Physics B, Spanish Language and Culture, Statistics, United States Government and Politics, United States History",,8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,2,"2581 7Th Avenue
New York, NY 10039
(40.82430838500045, -73.93697961299966)"
05M670,Thurgood Marshall Academy for Learning and Social Change,Manhattan,6,12,10030,572,,Biology,,8:30 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"200-214 West 135Th Street
New York, NY 10030
(40.81536482900049, -73.94389670999965)"
05M692,"High School for Mathematics, Science and Engineering at City College",Manhattan,9,12,10031,456,Specialized School,"Calculus AB, Calculus BC, Chemistry, Computer Science A, English Literature and Composition, German Language and Culture, Statistics, World History",,8:00 AM,3:35 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"240 Convent Ave
New York, NY 10031
(40.821123112000464, -73.94884524399964)"
06M211,Inwood Early College for Health and Information Technologies,Manhattan,9,10,10002,N/A,"NYC P-Tech 9-14, New School",,,8:30 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"650 Academy Street
New York, NY 10002
(40.86604554900049, -73.92485664199967)"
06M293,City College Academy of the Arts,Manhattan,6,12,10040,593,,,,8:15 AM,4:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"4600 Broadway
New York, NY 10040
(40.86111331900048, -73.93045214899968)"
06M346,Community Health Academy of the Heights,Manhattan,6,12,10032,600,,"English Language and Composition, Spanish Literature and Culture, Studio Art: 2-D Design, United States History",,8:15 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"504 West 158Th Street
New York, NY 10032
(40.83355521900046, -73.94180421199962)"
06M348,Washington Heights Expeditionary Learning School,Manhattan,6,12,10033,650,,"English Language and Composition, Spanish Language and Culture, Spanish Literature and Culture, Statistics",,8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"511 West 182Nd Street
New York, NY 10033
(40.84887878800049, -73.93080651699967)"
06M423,High School for Excellence and Innovation,Manhattan,9,12,10034,223,,English Literature and Composition,,8:45 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"650 Academy Street
New York, NY 10034
(40.86604554900049, -73.92485664199967)"
06M462,The College Academy,Manhattan,9,12,10040,546,,"Biology, English Language and Composition, Spanish Language and Culture, United States History",,8:00 AM,3:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"549 Audubon Avenue
New York, NY 10040
(40.855938307000486, -73.92702963399967)"
06M463,High School for Media and Communications,Manhattan,9,12,10040,523,,"Calculus AB, Comparative Government and Politics, English Language and Composition, English Literature and Composition, Spanish Language and Culture, Spanish Literature and Culture, United States Government and Politics",,8:00 AM,3:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"549 Audubon Avenue
New York, NY 10040
(40.855938307000486, -73.92702963399967)"
06M467,High School for Law and Public Service,Manhattan,9,12,10040,679,,"Calculus AB, Chemistry, Comparative Government and Politics, English Language and Composition, Environmental Science, Psychology, Spanish Language and Culture, Spanish Literature and Culture, United States Government and Politics, United States History, World History",,8:00 AM,3:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL; Transitional Bilingual Program: Spanish,Functionally Accessible,1,"549 Audubon Avenue
New York, NY 10040
(40.855938307000486, -73.92702963399967)"
06M468,High School for Health Careers and Sciences,Manhattan,9,12,10040,624,,"Calculus AB, English Literature and Composition, Spanish Language and Culture, Spanish Literature and Culture",,8:00 AM,3:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL; Transitional Bilingual Program: Spanish,Functionally Accessible,1,"549 Audubon Avenue
New York, NY 10040
(40.855938307000486, -73.92702963399967)"
06M540,A. Philip Randolph Campus High School,Manhattan,9,12,10031,1360,,"Biology, Calculus AB, Computer Science A, English Language and Composition, English Literature and Composition, Macroeconomics, Physics B, Psychology, Spanish Language and Culture, Spanish Literature and Culture, United States History, World History",,8:00 AM,2:20 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,4,"443 West 135 Street
New York, NY 10031
(40.81832126900048, -73.95061382799963)"
06M552,Gregorio Luperon High School for Science and Mathematics,Manhattan,9,12,10032,491,,"Biology, Calculus AB, Chemistry, Computer Science A, Music Theory, Physics B, Spanish Language and Culture, Spanish Literature and Culture, United States Government and Politics",United States Government and Politics,8:00 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL; Transitional Bilingual Program: Spanish,Functionally Accessible,1,"501 West 165Th
New York, NY 10032
(40.83803232200046, -73.93837101799966)"
